cycle_id,subject,population,block,trial,side,cycle_in_trial,class_label,fmg_start_sample,fmg_end_sample_exclusive,raw_samples,duration_s,contact_threshold
Sub08_H_T03_R_C03,Sub08_H,healthy,1,3,right,3,unassigned_steady_or_transition,9650,9791,141,1.3999999999999773,-1227.355
Sub08_H_T03_R_C04,Sub08_H,healthy,1,3,right,4,unassigned_steady_or_transition,9791,9900,109,1.079999999999984,-1227.355
Sub08_H_T03_R_C05,Sub08_H,healthy,1,3,right,5,unassigned_steady_or_transition,9900,10037,137,1.3600000000000136,-1227.355
Sub08_H_T03_R_C06,Sub08_H,healthy,1,3,right,6,unassigned_steady_or_transition,10037,10172,135,1.339999999999975,-1227.355
Sub08_H_T03_R_C07,Sub08_H,healthy,1,3,right,7,unassigned_steady_or_transition,10172,10278,106,1.0499999999999545,-1227.355
Sub08_H_T03_R_C08,Sub08_H,healthy,1,3,right,8,unassigned_steady_or_transition,10278,10412,134,1.329999999999984,-1227.355
Sub08_H_T03_R_C09,Sub08_H,healthy,1,3,right,9,unassigned_steady_or_transition,10412,10576,164,1.6299999999999955,-1227.355
Sub08_H_T03_R_C10,Sub08_H,healthy,1,3,right,10,gait_termination,10576,10701,125,1.240000000000009,-1227.355
Sub08_H_T04_L_C01,Sub08_H,healthy,1,4,left,1,gait_initiation,14202,14323,121,1.2099999999999795,-2022.1995
Sub08_H_T04_L_C02,Sub08_H,healthy,1,4,left,2,unassigned_steady_or_transition,14323,14425,102,1.009999999999991,-2022.1995
Sub08_H_T04_L_C03,Sub08_H,healthy,1,4,left,3,unassigned_steady_or_transition,14425,14562,137,1.3600000000000136,-2022.1995
Sub08_H_T04_L_C04,Sub08_H,healthy,1,4,left,4,unassigned_steady_or_transition,14562,14687,125,1.2299999999999613,-2022.1995
Sub08_H_T04_L_C05,Sub08_H,healthy,1,4,left,5,unassigned_steady_or_transition,14687,14806,119,1.17999999999995,-2022.1995
Sub08_H_T04_L_C06,Sub08_H,healthy,1,4,left,6,unassigned_steady_or_transition,14806,14919,113,1.1199999999999477,-2022.1995
Sub08_H_T04_L_C07,Sub08_H,healthy,1,4,left,7,unassigned_steady_or_transition,14919,15047,128,1.259999999999991,-2022.1995
Sub08_H_T04_L_C08,Sub08_H,healthy,1,4,left,8,unassigned_steady_or_transition,15047,15174,127,1.25,-2022.1995
Sub08_H_T04_L_C09,Sub08_H,healthy,1,4,left,9,unassigned_steady_or_transition,15174,15291,117,1.150000000000034,-2022.1995
Sub08_H_T04_L_C10,Sub08_H,healthy,1,4,left,10,gait_termination,15291,15412,121,1.1899999999999977,-2022.1995
Sub08_H_T04_R_C01,Sub08_H,healthy,1,4,right,1,gait_initiation,14202,14319,117,1.169999999999959,1218.85
Sub08_H_T04_R_C02,Sub08_H,healthy,1,4,right,2,unassigned_steady_or_transition,14319,14432,113,1.1200000000000045,1218.85
Sub08_H_T04_R_C03,Sub08_H,healthy,1,4,right,3,unassigned_steady_or_transition,14432,14556,124,1.2299999999999613,1218.85
Sub08_H_T04_R_C04,Sub08_H,healthy,1,4,right,4,unassigned_steady_or_transition,14556,14681,125,1.240000000000009,1218.85
Sub08_H_T04_R_C05,Sub08_H,healthy,1,4,right,5,unassigned_steady_or_transition,14681,14801,120,1.2000000000000455,1218.85
Sub08_H_T04_R_C06,Sub08_H,healthy,1,4,right,6,unassigned_steady_or_transition,14801,14916,115,1.1399999999999864,1218.85
Sub08_H_T04_R_C07,Sub08_H,healthy,1,4,right,7,unassigned_steady_or_transition,14916,15040,124,1.2200000000000273,1218.85
Sub08_H_T04_R_C08,Sub08_H,healthy,1,4,right,8,unassigned_steady_or_transition,15040,15167,127,1.25,1218.85
Sub08_H_T04_R_C09,Sub08_H,healthy,1,4,right,9,unassigned_steady_or_transition,15167,15287,120,1.1800000000000068,1218.85
Sub08_H_T04_R_C10,Sub08_H,healthy,1,4,right,10,gait_termination,15287,15403,116,1.150000000000034,1218.85
Sub08_H_T05_L_C01,Sub08_H,healthy,1,5,left,1,gait_initiation,18131,18242,111,1.1100000000000136,1991.4026000000003
Sub08_H_T05_L_C02,Sub08_H,healthy,1,5,left,2,unassigned_steady_or_transition,18242,18357,115,1.1399999999999864,1991.4026000000003
Sub08_H_T05_L_C03,Sub08_H,healthy,1,5,left,3,unassigned_steady_or_transition,18357,18485,128,1.2700000000000387,1991.4026000000003
Sub08_H_T05_L_C04,Sub08_H,healthy,1,5,left,4,unassigned_steady_or_transition,18485,18610,125,1.240000000000009,1991.4026000000003
Sub08_H_T05_L_C05,Sub08_H,healthy,1,5,left,5,unassigned_steady_or_transition,18610,18735,125,1.240000000000009,1991.4026000000003
Sub08_H_T05_L_C06,Sub08_H,healthy,1,5,left,6,unassigned_steady_or_transition,18735,18863,128,1.2699999999999818,1991.4026000000003
Sub08_H_T05_L_C07,Sub08_H,healthy,1,5,left,7,unassigned_steady_or_transition,18863,18985,122,1.2100000000000364,1991.4026000000003
Sub08_H_T05_L_C08,Sub08_H,healthy,1,5,left,8,unassigned_steady_or_transition,18985,19105,120,1.1899999999999977,1991.4026000000003
Sub08_H_T05_L_C09,Sub08_H,healthy,1,5,left,9,unassigned_steady_or_transition,19105,19227,122,1.2100000000000364,1991.4026000000003
Sub08_H_T05_L_C10,Sub08_H,healthy,1,5,left,10,gait_termination,19227,19347,120,1.1899999999999977,1991.4026000000003
Sub08_H_T05_R_C01,Sub08_H,healthy,1,5,right,1,gait_initiation,18119,18209,90,0.8899999999999864,-1272.6699999999998
Sub08_H_T05_R_C02,Sub08_H,healthy,1,5,right,2,unassigned_steady_or_transition,18209,18321,112,1.1199999999999477,-1272.6699999999998
Sub08_H_T05_R_C03,Sub08_H,healthy,1,5,right,3,unassigned_steady_or_transition,18321,18448,127,1.259999999999991,-1272.6699999999998
Sub08_H_T05_R_C04,Sub08_H,healthy,1,5,right,4,unassigned_steady_or_transition,18448,18579,131,1.3000000000000114,-1272.6699999999998
Sub08_H_T05_R_C05,Sub08_H,healthy,1,5,right,5,unassigned_steady_or_transition,18579,18719,140,1.3899999999999864,-1272.6699999999998
Sub08_H_T05_R_C06,Sub08_H,healthy,1,5,right,6,unassigned_steady_or_transition,18719,18853,134,1.330000000000041,-1272.6699999999998
Sub08_H_T05_R_C07,Sub08_H,healthy,1,5,right,7,unassigned_steady_or_transition,18853,18970,117,1.1599999999999682,-1272.6699999999998
Sub08_H_T05_R_C08,Sub08_H,healthy,1,5,right,8,unassigned_steady_or_transition,18970,19091,121,1.2100000000000364,-1272.6699999999998
Sub08_H_T05_R_C09,Sub08_H,healthy,1,5,right,9,unassigned_steady_or_transition,19091,19207,116,1.1499999999999773,-1272.6699999999998
Sub08_H_T05_R_C10,Sub08_H,healthy,1,5,right,10,gait_termination,19207,19335,128,1.2699999999999818,-1272.6699999999998
Sub08_H_T06_L_C01,Sub08_H,healthy,1,6,left,1,gait_initiation,21976,22086,110,1.1000000000000227,-2104.9705999999996
Sub08_H_T06_L_C02,Sub08_H,healthy,1,6,left,2,unassigned_steady_or_transition,22086,22187,101,1.0,-2104.9705999999996
Sub08_H_T06_L_C03,Sub08_H,healthy,1,6,left,3,unassigned_steady_or_transition,22187,22310,123,1.2300000000000182,-2104.9705999999996
Sub08_H_T06_L_C04,Sub08_H,healthy,1,6,left,4,unassigned_steady_or_transition,22310,22432,122,1.2099999999999795,-2104.9705999999996
Sub08_H_T06_L_C05,Sub08_H,healthy,1,6,left,5,unassigned_steady_or_transition,22432,22549,117,1.170000000000016,-2104.9705999999996
Sub08_H_T06_L_C06,Sub08_H,healthy,1,6,left,6,unassigned_steady_or_transition,22549,22626,77,0.7700000000000387,-2104.9705999999996
Sub08_H_T06_L_C07,Sub08_H,healthy,1,6,left,7,unassigned_steady_or_transition,22626,22798,172,1.7099999999999795,-2104.9705999999996
Sub08_H_T06_L_C08,Sub08_H,healthy,1,6,left,8,unassigned_steady_or_transition,22798,22915,117,1.150000000000034,-2104.9705999999996
Sub08_H_T06_L_C09,Sub08_H,healthy,1,6,left,9,unassigned_steady_or_transition,22915,23032,117,1.160000000000025,-2104.9705999999996
Sub08_H_T06_L_C10,Sub08_H,healthy,1,6,left,10,gait_termination,23032,23159,127,1.25,-2104.9705999999996
Sub08_H_T06_R_C01,Sub08_H,healthy,1,6,right,1,gait_initiation,21971,22083,112,1.1200000000000045,1225.395
Sub08_H_T06_R_C02,Sub08_H,healthy,1,6,right,2,unassigned_steady_or_transition,22083,22190,107,1.0600000000000023,1225.395
Sub08_H_T06_R_C03,Sub08_H,healthy,1,6,right,3,unassigned_steady_or_transition,22190,22307,117,1.169999999999959,1225.395
Sub08_H_T06_R_C04,Sub08_H,healthy,1,6,right,4,unassigned_steady_or_transition,22307,22425,118,1.170000000000016,1225.395
Sub08_H_T06_R_C05,Sub08_H,healthy,1,6,right,5,unassigned_steady_or_transition,22425,22543,118,1.1800000000000068,1225.395
Sub08_H_T06_R_C06,Sub08_H,healthy,1,6,right,6,unassigned_steady_or_transition,22543,22658,115,1.1400000000000432,1225.395
Sub08_H_T06_R_C07,Sub08_H,healthy,1,6,right,7,unassigned_steady_or_transition,22658,22788,130,1.3000000000000114,1225.395
Sub08_H_T06_R_C08,Sub08_H,healthy,1,6,right,8,unassigned_steady_or_transition,22788,22912,124,1.2199999999999704,1225.395
Sub08_H_T06_R_C09,Sub08_H,healthy,1,6,right,9,unassigned_steady_or_transition,22912,23028,116,1.1399999999999864,1225.395
Sub08_H_T06_R_C10,Sub08_H,healthy,1,6,right,10,gait_termination,23028,23151,123,1.2099999999999795,1225.395
Sub08_H_T07_L_C01,Sub08_H,healthy,1,7,left,1,gait_initiation,24848,24960,112,1.1200000000000045,2152.7815
Sub08_H_T07_L_C02,Sub08_H,healthy,1,7,left,2,unassigned_steady_or_transition,24960,25071,111,1.1000000000000227,2152.7815
Sub08_H_T07_L_C03,Sub08_H,healthy,1,7,left,3,unassigned_steady_or_transition,25071,25186,115,1.1299999999999955,2152.7815
Sub08_H_T07_L_C04,Sub08_H,healthy,1,7,left,4,unassigned_steady_or_transition,25186,25308,122,1.2200000000000273,2152.7815
Sub08_H_T07_L_C05,Sub08_H,healthy,1,7,left,5,unassigned_steady_or_transition,25308,25430,122,1.1999999999999886,2152.7815
Sub08_H_T07_L_C06,Sub08_H,healthy,1,7,left,6,unassigned_steady_or_transition,25430,25554,124,1.2299999999999613,2152.7815
Sub08_H_T07_L_C07,Sub08_H,healthy,1,7,left,7,unassigned_steady_or_transition,25554,25670,116,1.1499999999999773,2152.7815
Sub08_H_T07_L_C08,Sub08_H,healthy,1,7,left,8,unassigned_steady_or_transition,25670,25786,116,1.160000000000025,2152.7815
Sub08_H_T07_L_C09,Sub08_H,healthy,1,7,left,9,unassigned_steady_or_transition,25786,25909,123,1.2199999999999704,2152.7815
Sub08_H_T07_L_C10,Sub08_H,healthy,1,7,left,10,gait_termination,25909,26030,121,1.2100000000000364,2152.7815
Sub08_H_T07_R_C01,Sub08_H,healthy,1,7,right,1,gait_initiation,24847,24923,76,0.7599999999999909,-1318.67
Sub08_H_T07_R_C02,Sub08_H,healthy,1,7,right,2,unassigned_steady_or_transition,24923,25046,123,1.2200000000000273,-1318.67
Sub08_H_T07_R_C03,Sub08_H,healthy,1,7,right,3,unassigned_steady_or_transition,25046,25155,109,1.079999999999984,-1318.67
Sub08_H_T07_R_C04,Sub08_H,healthy,1,7,right,4,unassigned_steady_or_transition,25155,25285,130,1.2900000000000205,-1318.67
Sub08_H_T07_R_C05,Sub08_H,healthy,1,7,right,5,unassigned_steady_or_transition,25285,25406,121,1.1999999999999886,-1318.67
Sub08_H_T07_R_C06,Sub08_H,healthy,1,7,right,6,unassigned_steady_or_transition,25406,25541,135,1.349999999999966,-1318.67
Sub08_H_T07_R_C07,Sub08_H,healthy,1,7,right,7,unassigned_steady_or_transition,25541,25653,112,1.1200000000000045,-1318.67
Sub08_H_T07_R_C08,Sub08_H,healthy,1,7,right,8,unassigned_steady_or_transition,25653,25772,119,1.1800000000000068,-1318.67
Sub08_H_T07_R_C09,Sub08_H,healthy,1,7,right,9,unassigned_steady_or_transition,25772,25898,126,1.2600000000000477,-1318.67
Sub08_H_T07_R_C10,Sub08_H,healthy,1,7,right,10,gait_termination,25898,26016,118,1.169999999999959,-1318.67
Sub08_H_T08_L_C01,Sub08_H,healthy,1,8,left,1,gait_initiation,28036,28149,113,1.1299999999999955,-2212.1255
Sub08_H_T08_L_C02,Sub08_H,healthy,1,8,left,2,unassigned_steady_or_transition,28149,28266,117,1.1599999999999682,-2212.1255
Sub08_H_T08_L_C03,Sub08_H,healthy,1,8,left,3,unassigned_steady_or_transition,28266,28384,118,1.169999999999959,-2212.1255
Sub08_H_T08_L_C04,Sub08_H,healthy,1,8,left,4,unassigned_steady_or_transition,28384,28490,106,1.0499999999999545,-2212.1255
Sub08_H_T08_L_C05,Sub08_H,healthy,1,8,left,5,unassigned_steady_or_transition,28490,28614,124,1.2300000000000182,-2212.1255
Sub08_H_T08_L_C06,Sub08_H,healthy,1,8,left,6,unassigned_steady_or_transition,28614,28693,79,0.7900000000000773,-2212.1255
Sub08_H_T08_L_C07,Sub08_H,healthy,1,8,left,7,unassigned_steady_or_transition,28693,28870,177,1.75,-2212.1255
Sub08_H_T08_L_C08,Sub08_H,healthy,1,8,left,8,unassigned_steady_or_transition,28870,29004,134,1.3299999999999272,-2212.1255
Sub08_H_T08_L_C09,Sub08_H,healthy,1,8,left,9,unassigned_steady_or_transition,29004,29124,120,1.1899999999999409,-2212.1255
Sub08_H_T08_L_C10,Sub08_H,healthy,1,8,left,10,gait_termination,29124,29248,124,1.2200000000000273,-2212.1255
Sub08_H_T08_R_C01,Sub08_H,healthy,1,8,right,1,gait_initiation,28031,28144,113,1.1299999999999955,1226.05
Sub08_H_T08_R_C02,Sub08_H,healthy,1,8,right,2,unassigned_steady_or_transition,28144,28261,117,1.1599999999999682,1226.05
Sub08_H_T08_R_C03,Sub08_H,healthy,1,8,right,3,unassigned_steady_or_transition,28261,28379,118,1.17999999999995,1226.05
Sub08_H_T08_R_C04,Sub08_H,healthy,1,8,right,4,unassigned_steady_or_transition,28379,28492,113,1.1200000000000045,1226.05
Sub08_H_T08_R_C05,Sub08_H,healthy,1,8,right,5,unassigned_steady_or_transition,28492,28615,123,1.2199999999999136,1226.05
Sub08_H_T08_R_C06,Sub08_H,healthy,1,8,right,6,unassigned_steady_or_transition,28615,28734,119,1.17999999999995,1226.05
Sub08_H_T08_R_C07,Sub08_H,healthy,1,8,right,7,unassigned_steady_or_transition,28734,28866,132,1.2999999999999545,1226.05
Sub08_H_T08_R_C08,Sub08_H,healthy,1,8,right,8,unassigned_steady_or_transition,28866,28997,131,1.2999999999999545,1226.05
Sub08_H_T08_R_C09,Sub08_H,healthy,1,8,right,9,unassigned_steady_or_transition,28997,29121,124,1.2200000000000273,1226.05
Sub08_H_T08_R_C10,Sub08_H,healthy,1,8,right,10,gait_termination,29121,29244,123,1.2200000000000273,1226.05
Sub08_H_T09_L_C01,Sub08_H,healthy,1,9,left,1,gait_initiation,30899,31012,113,1.1200000000000045,2131.7376999999997
Sub08_H_T09_L_C02,Sub08_H,healthy,1,9,left,2,unassigned_steady_or_transition,31012,31121,109,1.080000000000041,2131.7376999999997
Sub08_H_T09_L_C03,Sub08_H,healthy,1,9,left,3,unassigned_steady_or_transition,31121,31231,110,1.0900000000000318,2131.7376999999997
Sub08_H_T09_L_C04,Sub08_H,healthy,1,9,left,4,unassigned_steady_or_transition,31231,31347,116,1.1499999999999773,2131.7376999999997
Sub08_H_T09_L_C05,Sub08_H,healthy,1,9,left,5,unassigned_steady_or_transition,31347,31468,121,1.2000000000000455,2131.7376999999997
Sub08_H_T09_L_C06,Sub08_H,healthy,1,9,left,6,unassigned_steady_or_transition,31468,31591,123,1.2200000000000273,2131.7376999999997
Sub08_H_T09_L_C07,Sub08_H,healthy,1,9,left,7,unassigned_steady_or_transition,31591,31707,116,1.1599999999999682,2131.7376999999997
Sub08_H_T09_L_C08,Sub08_H,healthy,1,9,left,8,unassigned_steady_or_transition,31707,31826,119,1.1800000000000637,2131.7376999999997
Sub08_H_T09_L_C09,Sub08_H,healthy,1,9,left,9,unassigned_steady_or_transition,31826,31955,129,1.2799999999999727,2131.7376999999997
Sub08_H_T09_L_C10,Sub08_H,healthy,1,9,left,10,gait_termination,31955,32078,123,1.2200000000000273,2131.7376999999997
Sub08_H_T09_R_C01,Sub08_H,healthy,1,9,right,1,gait_initiation,30894,30989,95,0.9399999999999409,-1323.7749999999999
Sub08_H_T09_R_C02,Sub08_H,healthy,1,9,right,2,unassigned_steady_or_transition,30989,31091,102,1.0200000000000955,-1323.7749999999999
Sub08_H_T09_R_C03,Sub08_H,healthy,1,9,right,3,unassigned_steady_or_transition,31091,31202,111,1.1000000000000227,-1323.7749999999999
Sub08_H_T09_R_C04,Sub08_H,healthy,1,9,right,4,unassigned_steady_or_transition,31202,31315,113,1.1099999999999,-1323.7749999999999
Sub08_H_T09_R_C05,Sub08_H,healthy,1,9,right,5,unassigned_steady_or_transition,31315,31437,122,1.2099999999999227,-1323.7749999999999
Sub08_H_T09_R_C06,Sub08_H,healthy,1,9,right,6,unassigned_steady_or_transition,31437,31576,139,1.3899999999999864,-1323.7749999999999
Sub08_H_T09_R_C07,Sub08_H,healthy,1,9,right,7,unassigned_steady_or_transition,31576,31685,109,1.0899999999999181,-1323.7749999999999
Sub08_H_T09_R_C08,Sub08_H,healthy,1,9,right,8,unassigned_steady_or_transition,31685,31795,110,1.0900000000000318,-1323.7749999999999
Sub08_H_T09_R_C09,Sub08_H,healthy,1,9,right,9,unassigned_steady_or_transition,31795,31942,147,1.4600000000000364,-1323.7749999999999
Sub08_H_T09_R_C10,Sub08_H,healthy,1,9,right,10,gait_termination,31942,32065,123,1.2300000000000182,-1323.7749999999999
Sub08_H_T10_L_C01,Sub08_H,healthy,1,10,left,1,gait_initiation,33924,34056,132,1.3100000000000591,-2177.0965
Sub08_H_T10_L_C02,Sub08_H,healthy,1,10,left,2,unassigned_steady_or_transition,34056,34186,130,1.2899999999999636,-2177.0965
Sub08_H_T10_L_C03,Sub08_H,healthy,1,10,left,3,unassigned_steady_or_transition,34186,34313,127,1.2600000000001046,-2177.0965
Sub08_H_T10_L_C04,Sub08_H,healthy,1,10,left,4,unassigned_steady_or_transition,34313,34436,123,1.2099999999999227,-2177.0965
Sub08_H_T10_L_C05,Sub08_H,healthy,1,10,left,5,unassigned_steady_or_transition,34436,34544,108,1.0699999999999363,-2177.0965
Sub08_H_T10_L_C06,Sub08_H,healthy,1,10,left,6,unassigned_steady_or_transition,34544,34673,129,1.2799999999999727,-2177.0965
Sub08_H_T10_L_C07,Sub08_H,healthy,1,10,left,7,unassigned_steady_or_transition,34673,34797,124,1.2200000000000273,-2177.0965
Sub08_H_T10_L_C08,Sub08_H,healthy,1,10,left,8,unassigned_steady_or_transition,34797,34920,123,1.2100000000000364,-2177.0965
Sub08_H_T10_L_C09,Sub08_H,healthy,1,10,left,9,unassigned_steady_or_transition,34920,35041,121,1.1900000000000546,-2177.0965
Sub08_H_T10_L_C10,Sub08_H,healthy,1,10,left,10,gait_termination,35041,35168,127,1.25,-2177.0965
Sub08_H_T10_R_C01,Sub08_H,healthy,1,10,right,1,gait_initiation,33917,34049,132,1.3099999999999454,1228.1800000000003
Sub08_H_T10_R_C02,Sub08_H,healthy,1,10,right,2,unassigned_steady_or_transition,34049,34180,131,1.3000000000000682,1228.1800000000003
Sub08_H_T10_R_C03,Sub08_H,healthy,1,10,right,3,unassigned_steady_or_transition,34180,34305,125,1.240000000000009,1228.1800000000003
Sub08_H_T10_R_C04,Sub08_H,healthy,1,10,right,4,unassigned_steady_or_transition,34305,34429,124,1.2300000000000182,1228.1800000000003
Sub08_H_T10_R_C05,Sub08_H,healthy,1,10,right,5,unassigned_steady_or_transition,34429,34545,116,1.1599999999999682,1228.1800000000003
Sub08_H_T10_R_C06,Sub08_H,healthy,1,10,right,6,unassigned_steady_or_transition,34545,34668,123,1.2200000000000273,1228.1800000000003
Sub08_H_T10_R_C07,Sub08_H,healthy,1,10,right,7,unassigned_steady_or_transition,34668,34791,123,1.2100000000000364,1228.1800000000003
Sub08_H_T10_R_C08,Sub08_H,healthy,1,10,right,8,unassigned_steady_or_transition,34791,34915,124,1.2200000000000273,1228.1800000000003
Sub08_H_T10_R_C09,Sub08_H,healthy,1,10,right,9,unassigned_steady_or_transition,34915,35035,120,1.1899999999999409,1228.1800000000003
Sub08_H_T10_R_C10,Sub08_H,healthy,1,10,right,10,gait_termination,35035,35162,127,1.25,1228.1800000000003
Sub08_H_T11_L_C01,Sub08_H,healthy,1,11,left,1,gait_initiation,36778,36888,110,1.0799999999999272,2086.389
Sub08_H_T11_L_C02,Sub08_H,healthy,1,11,left,2,unassigned_steady_or_transition,36888,36995,107,1.0499999999999545,2086.389
Sub08_H_T11_L_C03,Sub08_H,healthy,1,11,left,3,unassigned_steady_or_transition,36995,37108,113,1.1100000000000136,2086.389
Sub08_H_T11_L_C04,Sub08_H,healthy,1,11,left,4,unassigned_steady_or_transition,37108,37228,120,1.1900000000000546,2086.389
Sub08_H_T11_L_C05,Sub08_H,healthy,1,11,left,5,unassigned_steady_or_transition,37228,37348,120,1.1999999999999318,2086.389
Sub08_H_T11_L_C06,Sub08_H,healthy,1,11,left,6,unassigned_steady_or_transition,37348,37467,119,1.1800000000000637,2086.389
Sub08_H_T11_L_C07,Sub08_H,healthy,1,11,left,7,unassigned_steady_or_transition,37467,37588,121,1.2100000000000364,2086.389
Sub08_H_T11_L_C08,Sub08_H,healthy,1,11,left,8,unassigned_steady_or_transition,37588,37705,117,1.1599999999999682,2086.389
Sub08_H_T11_L_C09,Sub08_H,healthy,1,11,left,9,unassigned_steady_or_transition,37705,37825,120,1.1899999999999409,2086.389
Sub08_H_T11_L_C10,Sub08_H,healthy,1,11,left,10,gait_termination,37825,37948,123,1.2199999999999136,2086.389
Sub08_H_T11_R_C01,Sub08_H,healthy,1,11,right,1,gait_initiation,36775,36864,89,0.8799999999999955,-1290.53
Sub08_H_T11_R_C02,Sub08_H,healthy,1,11,right,2,unassigned_steady_or_transition,36864,36971,107,1.0599999999999454,-1290.53
Sub08_H_T11_R_C03,Sub08_H,healthy,1,11,right,3,unassigned_steady_or_transition,36971,37082,111,1.1000000000000227,-1290.53
Sub08_H_T11_R_C04,Sub08_H,healthy,1,11,right,4,unassigned_steady_or_transition,37082,37192,110,1.0900000000000318,-1290.53
Sub08_H_T11_R_C05,Sub08_H,healthy,1,11,right,5,unassigned_steady_or_transition,37192,37314,122,1.2099999999999227,-1290.53
Sub08_H_T11_R_C06,Sub08_H,healthy,1,11,right,6,unassigned_steady_or_transition,37314,37440,126,1.259999999999991,-1290.53
Sub08_H_T11_R_C07,Sub08_H,healthy,1,11,right,7,unassigned_steady_or_transition,37440,37560,120,1.1899999999999409,-1290.53
Sub08_H_T11_R_C08,Sub08_H,healthy,1,11,right,8,unassigned_steady_or_transition,37560,37685,125,1.240000000000009,-1290.53
Sub08_H_T11_R_C09,Sub08_H,healthy,1,11,right,9,unassigned_steady_or_transition,37685,37802,117,1.1700000000000728,-1290.53
Sub08_H_T11_R_C10,Sub08_H,healthy,1,11,right,10,gait_termination,37802,37917,115,1.1399999999999864,-1290.53
Sub08_H_T12_L_C01,Sub08_H,healthy,1,12,left,1,gait_initiation,39878,39993,115,1.1499999999999773,-2138.2115
Sub08_H_T12_L_C02,Sub08_H,healthy,1,12,left,2,unassigned_steady_or_transition,39993,40110,117,1.1599999999999682,-2138.2115
Sub08_H_T12_L_C03,Sub08_H,healthy,1,12,left,3,unassigned_steady_or_transition,40110,40230,120,1.1900000000000546,-2138.2115
Sub08_H_T12_L_C04,Sub08_H,healthy,1,12,left,4,unassigned_steady_or_transition,40230,40345,115,1.1399999999999864,-2138.2115
Sub08_H_T12_L_C05,Sub08_H,healthy,1,12,left,5,unassigned_steady_or_transition,40345,40460,115,1.1399999999999864,-2138.2115
Sub08_H_T12_L_C06,Sub08_H,healthy,1,12,left,6,unassigned_steady_or_transition,40460,40546,86,0.8500000000000227,-2138.2115
Sub08_H_T12_L_C07,Sub08_H,healthy,1,12,left,7,unassigned_steady_or_transition,40546,40704,158,1.5599999999999454,-2138.2115
Sub08_H_T12_L_C08,Sub08_H,healthy,1,12,left,8,unassigned_steady_or_transition,40704,40830,126,1.25,-2138.2115
Sub08_H_T12_L_C09,Sub08_H,healthy,1,12,left,9,unassigned_steady_or_transition,40830,40954,124,1.2299999999999045,-2138.2115
Sub08_H_T12_L_C10,Sub08_H,healthy,1,12,left,10,gait_termination,40954,41078,124,1.2200000000000273,-2138.2115
Sub08_H_T12_R_C01,Sub08_H,healthy,1,12,right,1,gait_initiation,39906,40016,110,1.0899999999999181,-1278.78
Sub08_H_T12_R_C02,Sub08_H,healthy,1,12,right,2,unassigned_steady_or_transition,40016,40137,121,1.2100000000000364,-1278.78
Sub08_H_T12_R_C03,Sub08_H,healthy,1,12,right,3,unassigned_steady_or_transition,40137,40268,131,1.3000000000000682,-1278.78
Sub08_H_T12_R_C04,Sub08_H,healthy,1,12,right,4,unassigned_steady_or_transition,40268,40376,108,1.0699999999999363,-1278.78
Sub08_H_T12_R_C05,Sub08_H,healthy,1,12,right,5,unassigned_steady_or_transition,40376,40488,112,1.1100000000000136,-1278.78
Sub08_H_T12_R_C06,Sub08_H,healthy,1,12,right,6,unassigned_steady_or_transition,40488,40599,111,1.1000000000000227,-1278.78
Sub08_H_T12_R_C07,Sub08_H,healthy,1,12,right,7,unassigned_steady_or_transition,40599,40726,127,1.25,-1278.78
Sub08_H_T12_R_C08,Sub08_H,healthy,1,12,right,8,unassigned_steady_or_transition,40726,40855,129,1.2799999999999727,-1278.78
Sub08_H_T12_R_C09,Sub08_H,healthy,1,12,right,9,unassigned_steady_or_transition,40855,40989,134,1.3299999999999272,-1278.78
Sub08_H_T12_R_C10,Sub08_H,healthy,1,12,right,10,gait_termination,40989,41111,122,1.2000000000000455,-1278.78
Sub08_H_T13_L_C01,Sub08_H,healthy,1,13,left,1,gait_initiation,43140,43253,113,1.1200000000000045,2050.669
Sub08_H_T13_L_C02,Sub08_H,healthy,1,13,left,2,unassigned_steady_or_transition,43253,43367,114,1.1399999999999864,2050.669
Sub08_H_T13_L_C03,Sub08_H,healthy,1,13,left,3,unassigned_steady_or_transition,43367,43478,111,1.1000000000000227,2050.669
Sub08_H_T13_L_C04,Sub08_H,healthy,1,13,left,4,unassigned_steady_or_transition,43478,43598,120,1.1900000000000546,2050.669
Sub08_H_T13_L_C05,Sub08_H,healthy,1,13,left,5,unassigned_steady_or_transition,43598,43714,116,1.1399999999999864,2050.669
Sub08_H_T13_L_C06,Sub08_H,healthy,1,13,left,6,unassigned_steady_or_transition,43714,43840,126,1.259999999999991,2050.669
Sub08_H_T13_L_C07,Sub08_H,healthy,1,13,left,7,unassigned_steady_or_transition,43840,43957,117,1.1599999999999682,2050.669
Sub08_H_T13_L_C08,Sub08_H,healthy,1,13,left,8,unassigned_steady_or_transition,43957,44076,119,1.17999999999995,2050.669
Sub08_H_T13_L_C09,Sub08_H,healthy,1,13,left,9,unassigned_steady_or_transition,44076,44200,124,1.2300000000000182,2050.669
Sub08_H_T13_L_C10,Sub08_H,healthy,1,13,left,10,gait_termination,44200,44319,119,1.17999999999995,2050.669
Sub08_H_T13_R_C01,Sub08_H,healthy,1,13,right,1,gait_initiation,43135,43221,86,0.8600000000000136,-1277.5849999999998
Sub08_H_T13_R_C02,Sub08_H,healthy,1,13,right,2,unassigned_steady_or_transition,43221,43331,110,1.0899999999999181,-1277.5849999999998
